RCAB,Code,Name,Start Date,End Date,Status
NSW VETAB,90503,Fairfax Media Publications Pty Ltd,14-Jan-02,15-Apr-10,Non-Current
ASQA,90504,Contour Systems Pty Ltd,28-May-13,27-May-18,Current
NSW VETAB,90505,Avernly Pty Ltd,11-Dec-00,18-Dec-09,Non-Current
NSW VETAB,90506,Alliance of NSW Divisions Ltd,19-Dec-00,20-Nov-06,Non-Current
NSW VETAB,90507,Tamworth Air Services Pty Ltd,19-Dec-00,18-Jun-02,Non-Current
ASQA,90508,Mines Rescue Pty Ltd,17-Oct-14,16-Oct-19,Current
NSW VETAB,90509,National Safety Council of Australia Ltd,1-Jan-98,1-Jul-05,Non-Current
ASQA,90511,Academy of Information Technology Pty Ltd,25-Nov-13,24-Nov-18,Current
ASQA,90512,Redeemer Baptist School Ltd,10-Feb-16,9-Feb-23,Current
ASQA,90513,Wagga Wagga Business Enterprise Centre Ltd,21-Dec-00,22-Sep-15,Cancelled
NSW VETAB,90514,Yeshiva Godola Rabbinical College,15-Jul-94,18-Jun-04,Non-Current
NSW VETAB,90515,Botany Bay Business Enterprise Centre Ltd,3-Jul-96,18-Dec-05,Non-Current
NSW VETAB,90516,Han's on Clinical Education,13-Dec-00,12-Jun-02,Non-Current
NSW VETAB,90517,"Way College of Oriental Therapies & Bodywork, The",13-Feb-02,22-Jun-04,Non-Current
NSW VETAB,90518,Life Activities Inc,19-Dec-00,24-Jan-05,Non-Current
NSW VETAB,90519,On Track Learning Pty Ltd,21-Dec-00,20-Jun-02,Non-Current
NSW VETAB,90520,"Meridian International School Pty Ltd, The",12-Dec-00,3-Feb-10,Non-Current
NSW VETAB,90521,Glenmacree Pty Ltd,12-Dec-00,5-Aug-03,Non-Current
NSW VETAB,90522,Excelsior College Pty Ltd,1-Jan-96,30-Dec-02,Non-Current
ASQA,90524,Stella Maris College,6-Feb-97,10-Apr-14,Cancelled
ASQA,90525,Alphacrucis College Ltd,24-Jul-14,23-Jul-19,Current
NSW VETAB,90526,D & C Brooker Pty Ltd,15-Dec-97,2-Sep-10,Non-Current
NSW VETAB,90527,Yost Technologies Ltd,22-Dec-00,21-Dec-01,Non-Current
NSW VETAB,90528,Arilan Corporation Pty Ltd,18-Dec-00,2-Jan-07,Non-Current
NSW VETAB,90529,Inverell Skill Training Inc,6-Jun-96,21-Jun-08,Non-Current
NSW VETAB,90530,Shadow Enterprises Pty Ltd,8-Jan-01,18-Sep-02,Non-Current
ASQA,90531,Vital First Aid Training Services Pty Ltd,1-Jul-13,30-Jun-18,Current
NSW VETAB,90532,NSW Community Arts Association,30-Aug-96,19-Jun-02,Non-Current
NSW VETAB,90533,Leichhardt Community Youth Association,15-Jul-97,6-May-10,Non-Current
ASQA,90534,Brick Industry Training School Pty Ltd,3-Mar-97,30-Nov-11,Non-Current
ASQA,90535,Accredited Courses Australia Pty Ltd,1-Jul-11,26-Feb-18,Current
NSW VETAB,90536,South Sydney Building & Training Co Pty Ltd,29-Oct-99,15-Jan-02,Non-Current
ASQA,90537,Network of Community Activities,13-Oct-15,12-Oct-22,Current
NSW VETAB,90538,Fairfield Community Resource Centre,29-Oct-99,1-Dec-04,Non-Current
NSW VETAB,90539,Tier Technologies (Australia) Pty Ltd,15-Jan-01,14-Nov-02,Non-Current
NSW VETAB,90540,Marilyn June Allard,20-Dec-00,10-Feb-09,Non-Current
NSW VETAB,90541,Joan Lesley McGilvray,4-Feb-98,7-Jul-08,Non-Current
ASQA,90542,Shoalhaven City Council,25-Nov-96,31-Oct-15,Cancelled
NSW VETAB,90544,Argtos Pty Ltd,10-Jan-01,13-Jun-07,Non-Current
ASQA,90546,Royal Rehab,1-Jul-11,8-Jun-17,Current
ASQA,90547,Getabout 4WD Adventures Pty Ltd,7-Oct-15,6-Oct-22,Current
NSW VETAB,90548,Select Appointments Pty Ltd,6-Feb-01,30-Nov-02,Non-Current
NSW VETAB,90549,Smiths Detection (Australia) Pty Ltd,15-Feb-01,21-Jun-08,Non-Current
ASQA,90550,Wetherill Park Training Centre Pty Ltd,11-Dec-12,10-Dec-17,Current
NSW VETAB,90551,Adair Fire & Security Consultants Pty Ltd,16-Feb-01,13-Aug-02,Non-Current
ASQA,90552,Star City Pty Ltd,6-Feb-02,16-Mar-14,Non-Current
NSW VETAB,90553,Broadwater Security Services,22-Feb-01,11-Jan-06,Non-Current
NSW VETAB,90574,The University of Sydney Union,2-Mar-01,22-Mar-06,Non-Current
NSW VETAB,90594,Uniworld English College Pty Ltd,17-Apr-97,3-Jan-02,Non-Current
NSW VETAB,90634,R & B Consultants Pty Ltd,8-Mar-01,30-Jun-02,Non-Current
ASQA,90654,On Time Resources Pty Ltd (in liquidation),1-Jul-11,29-Feb-16,Current
NSW VETAB,90655,"Learning Institute Pty Ltd, The",22-Mar-01,23-Jun-10,Non-Current
ASQA,90656,NSW State Emergency Service,6-Nov-15,5-Nov-22,Current
NSW VETAB,90657,Educom Australia Pty Ltd,2-Apr-01,28-Mar-03,Non-Current
NSW VETAB,90658,Aero V Australia Pty Ltd,30-Mar-01,29-May-02,Non-Current
ASQA,90659,Achieve Training & Assessment Services,1-Jul-11,15-Jun-16,Current
ASQA,90660,Mel Crook & Associates Pty Ltd,10-Apr-01,24-Jun-13,Cancelled
NSW VETAB,90661,Commercial Education Society of Australia,12-Mar-01,5-Sep-03,Non-Current
NSW VETAB,90662,"Hospitality Experts Pty Ltd, The",19-Apr-01,19-Jun-07,Non-Current
ASQA,90663,Jupiters Gaming (NSW) Pty Ltd,19-Apr-01,24-Jun-12,Non-Current
NSW VETAB,90664,"Wal Scerri Pharmacy Academy, The",4-Nov-96,4-Aug-03,Non-Current
NSW VETAB,90665,College of Law Pty Ltd,2-Apr-97,26-Jun-01,Non-Current
ASQA,90666,Royal Life Saving Society Australia,1-Jul-11,19-Apr-16,Current
NSW VETAB,90667,"College of Law, The",2-Jan-01,15-May-02,Non-Current
ASQA,90668,Inter-Continental Colleges Pty Ltd,1-Jul-11,28-Apr-16,Current
ASQA,90669,Steel Mains Proprietary Limited,1-Sep-13,31-Aug-18,Current
NSW VETAB,90670,Frankarens Pty Ltd,10-May-01,11-Nov-03,Non-Current
NSW VETAB,90671,Quantica Training (Australia) Pty Ltd,9-May-01,30-Apr-08,Non-Current
NSW VETAB,90672,Sydney Graduate School of Management,11-May-01,2-May-06,Non-Current
NSW VETAB,90673,Newcastle Master Builders Association,15-May-01,31-Aug-07,Non-Current
ASQA,90674,RTV Consultancy Pty Ltd,18-Oct-12,17-Oct-17,Current
NSW VETAB,90675,Health Professionals Beyond 2000 Pty Ltd,22-May-01,5-Jan-03,Non-Current
NSW VETAB,90676,Minaru Pty Ltd,29-Oct-99,30-Nov-07,Non-Current
NSW VETAB,90678,Food Operations Pty Ltd,4-Jun-02,1-Feb-05,Non-Current
NSW VETAB,90679,Louise Solomon,11-Sep-01,17-Nov-06,Non-Current
ASQA,90680,Bannister Technical Pty Ltd,17-Sep-12,16-Sep-17,Current
ASQA,90681,Elizabeth Bence Pty Ltd,14-Jul-12,13-Jul-17,Current
ASQA,90682,UNSW Global Pty Limited,1-Oct-15,30-Sep-22,Current
ASQA,90683,Sutherland Shire Council,12-Dec-00,6-Oct-15,Cancelled
ASQA,90684,Williams Business College Ltd,26-Jul-02,14-Jul-14,Cancelled
NSW VETAB,90685,Australian Skills Development Group Pty Ltd,4-Jul-01,1-Jan-04,Non-Current
NSW VETAB,90686,Sydney West International College Pty Ltd,3-Jul-01,2-Jul-02,Non-Current
NSW VETAB,90687,Global College Pty Ltd,3-Jul-01,23-Jan-08,Non-Current
ASQA,90688,Woolworths Ltd,1-Jul-11,28-Dec-16,Current
NSW VETAB,90689,Australian School of Court Reporting (NSW) Pty Ltd,19-Jul-01,30-Mar-03,Non-Current
NSW VETAB,90690,MHS Training Pty Ltd,23-Jul-01,25-Oct-10,Non-Current
ASQA,90691,Asthma Foundation of NSW,23-Jul-01,5-Mar-14,Cancelled
NSW VETAB,90693,Vision Australia,6-Jul-01,30-Nov-06,Non-Current
ASQA,90694,DMS Maritime Pty Ltd,18-Jun-13,17-Jun-18,Current
NSW VETAB,90696,School of Colour & Design Australia Pty Ltd,17-Sep-01,8-Oct-08,Non-Current
NSW VETAB,90697,Correspondence Colleges Pty Ltd,15-Oct-01,3-Oct-06,Non-Current
NSW VETAB,90699,SSAA Pty Ltd,14-Mar-01,26-Jun-07,Non-Current
NSW VETAB,90700,Pamela Freeman Pty Ltd,3-Aug-01,2-Aug-02,Non-Current
NSW VETAB,90701,Sterling College Pty Ltd,16-Aug-01,17-Sep-09,Non-Current
ASQA,90702,JWW Trading Pty Ltd,22-Jan-14,21-Jan-19,Current
NSW VETAB,90703,Macarthur Keyboarding Centre Pty Ltd,7-Aug-01,6-Aug-02,Non-Current
ASQA,90704,Electrolux Home Products Pty Ltd,7-Aug-01,30-Jun-15,Cancelled
NSW VETAB,90705,DA Consulting Group Pty Ltd,27-Aug-01,10-Mar-04,Non-Current
NSW VETAB,90706,Illawarra Flying School Pty Ltd,28-Aug-01,1-Jul-05,Non-Current
ASQA,90707,Independent Living Centre of NSW,1-Jul-11,17-Jul-18,Current
ASQA,90708,GEMS Pty Ltd,18-Apr-14,17-Apr-19,Current
NSW VETAB,90709,Nature's Care Australia Holdings Pty Ltd,30-Aug-01,27-May-11,Non-Current
NSW VETAB,90710,Tricia's Total Coordination Pty Ltd,31-Aug-01,18-Jun-02,Non-Current
NSW VETAB,90711,Catholic Institute of Sydney,25-Mar-94,30-Nov-07,Non-Current
ASQA,90712,"Sydney Taxi School Pty Ltd, The",1-Oct-12,30-Sep-17,Current
NSW VETAB,90713,ACE Walcha Inc,29-Oct-99,30-Apr-07,Non-Current
ASQA,90714,Stay Upright Pty Ltd,23-Oct-13,22-Oct-18,Current
NSW VETAB,90715,"Workforce Industry Training Pty Ltd, Trustee for the Lynch Family Trust",24-Sep-01,22-Sep-07,Non-Current
NSW VETAB,90716,"Barrington Group of Companies Pty Ltd, The",28-Sep-01,30-Jun-08,Non-Current
ASQA,90717,"Crusader Union of Australia, The",3-Jan-14,2-Jan-19,Current
NSW VETAB,90718,Arbre Beauty Programs Pty Ltd,5-Sep-01,3-Mar-05,Non-Current
ASQA,90719,Intercept Group Pty Ltd,1-Jul-11,27-Mar-17,Current
ASQA,90720,Hammond Institute Pty Ltd,4-Nov-13,3-Nov-18,Current
NSW VETAB,90721,Redleaf College of Professional Education,23-Oct-01,31-Oct-09,Non-Current
NSW VETAB,90722,National Roads & Motorists' Association Ltd,16-Oct-01,15-Oct-02,Non-Current
NSW VETAB,90723,Dallow's of Wagga,16-Oct-01,24-Jan-05,Non-Current
NSW VETAB,90724,Ahvenbloem Pty Ltd,16-Oct-01,17-Mar-11,Non-Current
ASQA,90725,Financial Education Professionals Pty Ltd,5-Mar-13,4-Mar-18,Current
NSW VETAB,90726,Automotive Training Board,1-Jan-95,30-Jun-00,Non-Current
NSW VETAB,90727,Christina Fitzgerald Training Academy of Manicuring,29-Oct-01,27-Oct-04,Non-Current
NSW VETAB,90728,K N Security Group Pty Ltd,29-Oct-01,28-Oct-02,Non-Current
NSW VETAB,90729,NSW Water Authority,22-Nov-96,5-Mar-01,Non-Current
ASQA,90730,Equalis Pty Ltd,20-Mar-14,19-Mar-19,Current
ASQA,90731,Targett Retail Training Pty Ltd,6-Oct-15,5-Oct-22,Current
ASQA,90732,Southern Cross Rail Training Pty Ltd,3-Nov-12,2-Nov-17,Current
NSW VETAB,90733,Manqoba Pty Ltd,31-Oct-01,30-Oct-02,Non-Current
NSW VETAB,90734,Tyco Australia Pty Ltd,9-Nov-01,8-Nov-02,Non-Current
ASQA,90736,Kepner Tregoe Australasia Pty Ltd,5-Oct-12,4-Oct-17,Current
ASQA,90737,Wildstar Management Pty Ltd,23-Apr-13,25-Apr-18,Current
ASQA,90738,Auswide Training Institute Pty Ltd,23-Nov-12,22-Nov-17,Current
NSW VETAB,90739,Immigrant Women's Speakout Association Inc,26-Nov-01,25-Nov-03,Non-Current
ASQA,90740,Rutherford Technical Services Pty Ltd,23-Nov-01,21-Aug-14,Cancelled
NSW VETAB,90741,Learning Alliance,26-Nov-01,5-Aug-03,Non-Current
NSW VETAB,90742,James Personnel Production Pty Ltd,27-Nov-01,14-Aug-02,Non-Current
ASQA,90743,Impact Training Institute Pty Ltd,11-Jan-13,10-Jan-18,Current
NSW VETAB,90744,Futuresec Pty Ltd,5-Dec-01,4-Dec-07,Non-Current
NSW VETAB,90745,Adult Education Academy Pty Ltd,11-Dec-01,13-Jan-09,Non-Current
NSW VETAB,90746,On Track 4WD Training & Adventures,14-Dec-01,11-Mar-03,Non-Current
NSW VETAB,90747,Quinn Training & Recruitment Pty Ltd,7-Dec-01,6-Dec-02,Non-Current
ASQA,90748,Major Training Services Pty Ltd,12-Nov-13,11-Nov-18,Current
NSW VETAB,90749,Sydney Airports Corporation Ltd,14-Dec-01,13-Dec-02,Non-Current
NSW VETAB,90750,Power Business Institute Pty Ltd,14-Dec-01,5-Feb-08,Non-Current
NSW VETAB,90751,Radiance Australasia Pty Ltd,14-Dec-01,1-Mar-04,Non-Current
ASQA,90753,Peters Driving & Training Pty Ltd,20-Dec-12,19-Dec-17,Current
ASQA,90754,Balfour College Pty Ltd,4-Jan-02,2-Apr-13,Cancelled
ASQA,90755,"Association of Superannuation Funds of Australia Limited, The",13-Jun-13,12-Jun-18,Current
NSW VETAB,90756,Moama Bowling Club Ltd,21-Dec-01,7-May-07,Non-Current
ASQA,90757,Worksmart Global Pty Ltd,1-Mar-13,28-Feb-18,Current
NSW VETAB,90758,Australian Fly Fishing Institute,10-Jan-02,9-Jan-03,Non-Current
ASQA,90759,Cameron Jane Make-up Design Pty Ltd,12-Dec-13,11-Dec-18,Current
ASQA,90760,Sydney Taxi Training School Pty Ltd,1-Feb-13,31-Jan-18,Current
NSW VETAB,90761,NSW Road Transport Association Inc,17-Jan-02,16-Jan-08,Non-Current
NSW VETAB,90762,Tuong Thi Phan,11-Jan-02,10-Jan-03,Non-Current
NSW VETAB,90763,Northern Training Services,21-Jan-02,19-Jan-08,Non-Current
NSW VETAB,90764,Christian Life Centre Liverpool Inc,29-Jan-02,2-Dec-03,Non-Current
NSW VETAB,90765,Power Ministry College,1-Mar-96,28-Feb-01,Non-Current
NSW VETAB,90766,Macarthur Business Enterprise Centre Ltd,21-Jan-02,29-May-08,Non-Current
ASQA,90767,Yolarno Pty Ltd,11-Sep-13,10-Sep-18,Current
ASQA,90768,Maddisson Employment Pty Ltd,7-Aug-13,6-Aug-18,Current
NSW VETAB,90769,Amstar Learning Pty Ltd,6-Feb-02,22-Mar-06,Non-Current
NSW VETAB,90770,Childcare Trainers Australia Pty Ltd,1-Feb-02,30-Jan-08,Non-Current
NSW VETAB,90771,CSU Continuing & Professional Education Centre,1-Feb-02,30-Dec-04,Non-Current
ASQA,90772,National Training Organisation Pty Ltd,13-Jun-12,12-Jun-17,Current
ASQA,90774,Paul Shrubb Enterprises Pty Ltd,10-Dec-15,9-Dec-22,Current
NSW VETAB,90775,Australian Financial Markets Association,29-Jan-02,23-Nov-07,Non-Current
ASQA,90776,Leanne Bennett,13-Oct-15,12-Oct-22,Current
ASQA,90777,NSW TRB Training Ltd,21-Feb-02,16-Jun-13,Non-Current
ASQA,90778,Adept Type Pty Ltd,27-Feb-02,26-Mar-13,Non-Current
ASQA,90779,Sydney Water Corporation,6-Mar-02,6-Mar-12,Cancelled
ASQA,90780,GWM Adviser Services Ltd,25-Feb-02,16-Oct-13,Cancelled
NSW VETAB,90781,Film Make-Up Technology Training Academy,29-Oct-99,30-Nov-03,Non-Current
ASQA,90782,Kreate Pty Ltd,1-Dec-13,30-Nov-18,Current
ASQA,90783,Passmore Duff Pty Ltd,2-May-02,30-Dec-14,Cancelled
ASQA,90784,H&H Accredited Training Australasia Inc,13-Jan-14,12-Jan-19,Current
NSW VETAB,90785,"Pittwater House Schools Ltd, The",28-Mar-02,26-Mar-08,Non-Current
NSW VETAB,90786,Bankstown Employment Services & Training Pty Ltd,3-Apr-02,21-Jul-08,Non-Current
NSW VETAB,90787,Gracegrove Pty Ltd,5-Apr-02,18-Jan-10,Non-Current
NSW VETAB,90788,Business Starting Point Pty Ltd,15-Apr-02,25-May-09,Non-Current
NSW VETAB,90789,IT Matters Pty Ltd,24-Apr-02,20-Sep-05,Non-Current
ASQA,90790,NOVA Employment & Training Inc,26-Aug-13,25-Aug-18,Current
ASQA,90791,Map Training Pty Ltd,1-Jul-11,31-May-16,Current
NSW VETAB,90792,Screenskill Australia,6-May-02,5-May-03,Non-Current
NSW VETAB,90793,Vertical Learning Curve Pty Ltd,14-May-02,22-Jul-10,Non-Current
NSW VETAB,90794,Advanced Corporation Pty Ltd,21-Dec-95,5-Nov-08,Non-Current
NSW VETAB,90795,Unipath - A Division of the University of Newcastle Research Associates,29-Oct-99,11-Dec-02,Non-Current
ASQA,90796,Open Colleges Pty Ltd,18-Feb-14,17-Feb-19,Current
ASQA,90798,Siu Sing Pty Ltd,4-Jul-02,31-Dec-11,Cancelled
NSW VETAB,90801,"McDonald College Ltd, The",13-Dec-02,12-Dec-07,Non-Current
NSW VETAB,90802,Mollycom Pty Ltd,16-Jul-02,30-Jun-06,Non-Current
ASQA,90804,Vocational Training Australia Pty Ltd,23-Dec-13,22-Dec-18,Current
NSW VETAB,90805,McGaw Corporation Pty Ltd,12-Aug-02,27-Feb-06,Non-Current
ASQA,90806,Academies Australasia Institute Pty Ltd,10-Oct-14,9-Oct-19,Current
NSW VETAB,90807,Workplace Training & Assessment (Cleaning Industry) Pty Ltd,28-Aug-02,18-Jan-10,Non-Current
NSW VETAB,90808,Australian Health & Nutrition Association Ltd,4-Sep-02,3-Sep-07,Non-Current
NSW VETAB,90809,Websters Australia Pty Ltd,6-Sep-02,26-May-03,Non-Current
NSW VETAB,90810,Southern Cross International College Pty Ltd,17-Sep-02,2-May-08,Non-Current
ASQA,90811,accessUTS Pty Ltd,13-Nov-13,12-Nov-18,Current
ASQA,90812,BML Worksafe Solutions Pty Ltd,1-Jan-15,31-Dec-19,Current
NSW VETAB,90813,Raffles Design Institute Pty Ltd,23-Sep-02,22-Sep-07,Non-Current
ASQA,90815,Commonwealth Bank of Australia,21-Jan-14,20-Jan-19,Current
NSW VETAB,90816,Rail Infrastructure Corporation,12-Sep-02,11-Sep-07,Non-Current
ASQA,90817,Hilti (Australia) Pty Ltd,30-Sep-02,29-Sep-12,Non-Current
NSW VETAB,90818,Petrie Craig Pty Ltd,22-Jul-02,21-Jul-07,Non-Current
NSW VETAB,90819,Newcastle University Sport,23-Sep-02,27-Apr-04,Non-Current
ASQA,90820,McDonald's Australia Ltd,28-Oct-12,27-Oct-17,Current
ASQA,90821,AAPC Ltd,5-May-13,4-May-18,Current
ASQA,90822,Insurance Australia Group Services Pty Ltd,29-Oct-12,28-Oct-17,Current
NSW VETAB,90823,SDN Children's Services Inc,14-Oct-02,25-Sep-07,Non-Current
NSW VETAB,90824,Forstaff Australia Pty Ltd,14-Oct-02,13-Oct-07,Non-Current
NSW VETAB,90825,Belmont 16 Foot Sailing Club Ltd,23-Oct-02,22-Oct-07,Non-Current
ASQA,90826,"International College of Professional Kinesiology Practice (Australia) Pty Ltd, The",15-Jun-10,15-Jun-15,Non-Current
NSW VETAB,90827,Compass Training Australia Pty Ltd,25-Jul-02,30-Sep-09,Non-Current
ASQA,90828,Statewide Business Training Pty Ltd,21-Aug-13,20-Aug-18,Current
ASQA,90829,Yarnteen College Inc,26-Sep-13,25-Sep-18,Current
NSW VETAB,90830,"Dhakal, P K",2-Dec-02,21-Nov-05,Non-Current
ASQA,90831,Sydney Institute of Professional Studies Pty Ltd,22-Mar-13,21-Mar-18,Current
NSW VETAB,90832,CMS Training Services Pty Ltd,6-Dec-02,5-Sep-08,Non-Current
NSW VETAB,90833,Finsia Education,22-Oct-96,19-Dec-08,Non-Current
ASQA,90834,Coffs Coast Community College Inc,8-Nov-13,7-Nov-18,Current
NSW VETAB,90835,Ozsafety Pty Ltd,13-Dec-02,31-Oct-08,Non-Current
ASQA,90838,Rivalea (Australia) Pty Ltd,24-Dec-02,20-Dec-12,Non-Current
NSW VETAB,90839,Austech Institute for Further Education Pty Ltd,11-Dec-02,26-May-10,Non-Current
NSW VETAB,90840,"Sydney College of Nail & Beauty, The",6-Jan-03,24-Jan-05,Non-Current
NSW VETAB,90841,Community Cultural Development NSW,10-Jan-03,25-May-10,Non-Current
ASQA,90842,Community Child Care Co-Operative Ltd (NSW),21-Mar-14,20-Mar-19,Current
NSW VETAB,90843,Damstra Mining Services Pty Ltd,13-Dec-02,6-Jun-07,Non-Current
ASQA,90845,TESA Mining (NSW) Pty Ltd,13-Jan-03,21-Nov-13,Cancelled
NSW VETAB,90846,Senrab Developments Pty Ltd,24-Jan-03,1-Nov-06,Non-Current
NSW VETAB,90848,Winning Edge Australia Pty Ltd,6-Feb-03,10-Jan-06,Non-Current
NSW VETAB,90850,Parramatta District Building & Training Co,20-Feb-03,20-Jul-05,Non-Current
ASQA,90851,"International College of Management, Sydney Pty Ltd ATF ICTHM Trust",23-Dec-13,22-Dec-18,Current
NSW VETAB,90852,Ingeus Ltd,10-Mar-03,30-Nov-03,Non-Current
NSW VETAB,90853,Sermacs Australia Pty Ltd,27-May-02,26-May-07,Non-Current
ASQA,90854,National Personnel Group Pty Ltd,24-Apr-13,23-Apr-18,Current
ASQA,90855,Chemcert Training Group Pty Ltd,24-Jan-14,23-Jan-19,Current
NSW VETAB,90856,M.A.S. Venue Services Pty Ltd,12-Mar-03,11-Mar-08,Non-Current
ASQA,90857,Australian College of Vocational Studies Pty Ltd,31-Mar-14,30-Mar-19,Current
NSW VETAB,90858,Schurochi Institute of Skincare Pty Ltd,4-Apr-03,3-Apr-08,Non-Current
NSW VETAB,90859,Windsor Glaze Pty Ltd,9-Apr-03,13-Sep-04,Non-Current
NSW VETAB,90861,Today Corp Pty Ltd,22-Apr-03,2-Feb-10,Non-Current
ASQA,90862,Vision International College Inc,14-Jan-14,13-Jan-19,Current
NSW VETAB,90863,COG Management Pty Ltd,16-Apr-03,9-Dec-04,Non-Current
ASQA,90864,Congia Enterprises Pty Ltd,21-Jan-14,20-Jan-19,Current
NSW VETAB,90865,Quay Appointments Pty Ltd,7-May-03,6-May-08,Non-Current
ASQA,90866,Schofields Flying Club Ltd,28-Jan-14,27-Jan-19,Current
ASQA,90867,Access Group Training Pty Limited,22-Jan-14,21-Jan-19,Current
NSW VETAB,90868,Pacific ETRS Training,3-Jun-03,19-Jan-05,Non-Current
ASQA,90869,NSW Family Day Care Association Inc,16-Mar-15,15-Mar-22,Current
ASQA,90870,Hunter Councils Inc,12-Nov-13,11-Nov-18,Current
ASQA,90871,Sparkes Anne Maree & Hugh Gregory,13-Aug-14,12-Aug-19,Current
NSW VETAB,90872,Fidon Pty Ltd,3-Jul-03,23-May-06,Non-Current
NSW VETAB,90873,Miah Holdings Pty Ltd,17-Jun-03,6-Jan-06,Non-Current
ASQA,90874,Laser Therapy & Natural Medicine Pty Ltd,3-May-12,2-May-17,Current
NSW VETAB,90875,"Strand College of Beauty Therapy Pty Ltd, The",17-Jan-03,21-Jul-09,Non-Current
NSW VETAB,90876,College of Financial Studies Pty Ltd,15-Jul-03,24-Oct-06,Non-Current
NSW VETAB,90877,Job Futures Ltd,17-Jul-03,15-Mar-10,Non-Current
NSW VETAB,90878,"Trevor, B H & Gresham, T J",23-Jul-03,24-Oct-06,Non-Current
ASQA,90879,Satyananda Yoga Academy Pty Ltd,1-Jul-11,2-Jun-16,Current
NSW VETAB,90880,Teldraw Pty Ltd,29-Oct-99,17-Apr-07,Non-Current
NSW VETAB,90883,"Margaret Power, Vina Shah & Giles Hooper",13-Aug-03,24-Sep-04,Non-Current
ASQA,90884,MBH Management Pty Ltd,1-Jul-11,30-Nov-16,Current
NSW VETAB,90885,Australian Business Skills Centre Pty Ltd,18-Aug-03,14-Aug-09,Non-Current
ASQA,90886,Coates Hospitality Services Pty Ltd,21-Aug-15,20-Aug-22,Current
NSW VETAB,90887,Starwood Hotel & Resorts Worldwide Inc,27-Aug-03,7-Nov-07,Non-Current
NSW VETAB,90888,Julius Events College Pty Ltd,27-Aug-03,28-Jan-11,Non-Current
NSW VETAB,90890,Community Programs Inc,18-Aug-03,17-Aug-08,Non-Current
NSW VETAB,90891,Advance Skin Academy of Beauty Therapy & Day Spa Pty Ltd,2-Sep-03,24-Oct-06,Non-Current
ASQA,90892,Crown Equipment Pty Ltd,8-Apr-15,7-Apr-20,Current
NSW VETAB,90893,Aviva Holdings Pty Ltd,28-Aug-03,13-Sep-07,Non-Current
NSW VETAB,90894,"Infrastructure, Planning & Natural Resources, Department Of",9-Sep-03,7-Jul-06,Non-Current
ASQA,90895,Global Values Xchange Pty Ltd,9-Sep-03,18-Jun-15,Non-Current
ASQA,90896,Surf Life Saving Australia Ltd,12-Apr-13,11-Apr-18,Current
ASQA,90897,Real Estate Training Solutions Pty Ltd,8-Oct-13,7-Oct-18,Current
NSW VETAB,90898,D & D Education Pty Ltd,25-Sep-03,5-Apr-05,Non-Current
ASQA,90899,Civil Contractors Federation,11-Dec-03,13-May-15,Cancelled
ASQA,90900,CMS Training Australia Pty Ltd,2-Mar-15,1-Mar-20,Current
ASQA,90901,Pilates International Pty Ltd,8-Oct-03,27-Nov-14,Cancelled
NSW VETAB,90902,Quatra Consulting Group Pty Ltd,26-Sep-03,16-Sep-05,Non-Current
NSW VETAB,90903,Tarleton Pty Ltd,25-Sep-03,21-Nov-05,Non-Current
NSW VETAB,90904,NSWNA Education Centre,26-Sep-03,25-Sep-08,Non-Current
ASQA,90905,Indigenous Training Solutions Pty Ltd,20-Aug-14,19-Aug-19,Current
NSW VETAB,90906,Eleanor's Studio,14-Oct-03,3-Sep-08,Non-Current
NSW VETAB,90907,New Horizons Learning Centres Pty Ltd,14-Oct-03,23-Mar-10,Non-Current
ASQA,90908,Australian Business Skills Pty Ltd,1-Jul-11,12-Mar-23,Current
ASQA,90909,Allens Training Pty Ltd,11-Jun-14,10-Jun-19,Current
ASQA,90910,ACMUSE Australia Pty Ltd,13-Jun-15,12-Jun-20,Current
ASQA,90911,Priority Management Australia Pty Ltd,1-Mar-15,28-Feb-20,Current
ASQA,90912,Roads and Maritime Services,31-Oct-03,12-Sep-12,Cancelled
NSW VETAB,90913,Crest Consulting Services Pty Ltd,5-Nov-03,26-Feb-09,Non-Current
NSW VETAB,90915,R J Mobbs & Associates Pty Ltd,10-Nov-03,16-Feb-07,Non-Current
NSW VETAB,90916,Australian Mines & Metals Association Inc,11-Apr-00,6-Apr-08,Non-Current
NSW VETAB,90917,"Sydney School of Floristry Pty Ltd, The",17-Nov-03,15-Jul-08,Non-Current
ASQA,90918,Sydney Training Institute Incorporated,29-Sep-14,28-Sep-19,Current
ASQA,90919,SAN College of Education Pty Ltd,11-Jul-14,10-Jul-19,Current
NSW VETAB,90920,Leverage Australia Pty Ltd,1-Dec-03,30-Jun-09,Non-Current
ASQA,90921,Aurecon Australia Pty Ltd,18-Jul-14,17-Jul-19,Current
ASQA,90922,Project Performance Group Pty Ltd,1-Jul-11,30-Nov-16,Current
ASQA,90923,Lennox Institute Pty Ltd,20-Aug-15,19-Aug-22,Current
ASQA,90924,Maxwells Services Pty Ltd,10-Mar-15,9-Mar-20,Current
ASQA,90925,Brainwave Learning Centre Pty Ltd,16-Jan-15,15-Jan-20,Current
NSW VETAB,90926,Career Quest,5-Jan-04,20-May-05,Non-Current
ASQA,90927,Blue Water Cruise Line Pty Ltd,1-Feb-15,31-Jan-20,Current
ASQA,90928,ACIRL Pty Ltd,27-Jan-04,30-Jun-15,Non-Current
